t_us,ax,ay,az,gx,gy,gz,mX_uT,mY_uT,mZ_uT,mag_valid,gnss_valid,N_m,E_m,D_m,V_N_mps,V_E_mps,V_D_mps,iTOW_ms
169000,-1.10322,1.850958,19.686348,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
170000,-1.090962,1.863216,19.686348,0.994821,0.0994821,0.4991558,26.4,-8.45,-15.5,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
171000,-1.090962,1.887732,19.67409,0.9965663,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
172000,-1.10322,1.875474,19.67409,1.0000569,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
173000,-1.090962,1.912248,19.649574,1.0018022,0.0959915,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
174000,-1.10322,1.89999,19.661832,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
175000,-1.115478,1.912248,19.649574,1.0018022,0.0994821,0.5009011,27.9,-7.475,-14.025,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
176000,-1.090962,1.924506,19.67409,1.0000569,0.1029727,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
177000,-1.10322,1.912248,19.661832,0.9983116,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
178000,-1.090962,1.936764,19.649574,1.0018022,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
179000,-1.078704,1.96128,19.649574,0.9983116,0.1029727,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
180000,-1.10322,1.949022,19.649574,1.0018022,0.0959915,0.5009011,27.725,-6.3,-12.7,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
181000,-1.078704,1.985796,19.625058,1.0035475,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
182000,-1.090962,1.998054,19.637316,1.0018022,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
183000,-1.090962,1.985796,19.649574,1.0018022,0.104718,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
184000,-1.10322,2.02257,19.637316,0.9983116,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
185000,-1.078704,2.034828,19.6128,0.9983116,0.0977368,0.4956652,25.425,-8.1,-15.325,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
186000,-1.078704,2.02257,19.649574,1.0018022,0.0959915,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187000,-1.090962,2.034828,19.637316,1.0035475,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
188000,-1.090962,2.02257,19.637316,0.9965663,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
189000,-1.078704,2.034828,19.637316,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
190000,-1.090962,2.059344,19.6128,1.0000569,0.1012274,0.5043917,27.35,-10.025,-16.3,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
191000,-1.115478,2.08386,19.600542,1.0018022,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192000,-1.10322,2.071602,19.649574,1.0070381,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
193000,-1.090962,2.096118,19.649574,1.0052928,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194000,-1.090962,2.108376,19.6128,1.0035475,0.0994821,0.4939199,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195000,-1.10322,2.08386,19.625058,1.0000569,0.0977368,0.4956652,26.35,-8.625,-13.9,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
196000,-1.127736,2.108376,19.625058,1.0018022,0.0977368,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
197000,-1.078704,2.132892,19.600542,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
198000,-1.090962,2.14515,19.600542,0.9983116,0.1012274,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
199000,-1.10322,2.14515,19.600542,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200000,-1.10322,2.169666,19.6128,1.0035475,0.0977368,0.4991558,25,-6.35,-14.85,1,1,0.299767521745732,0.111024777410963,-0.477206872776151,0.377198943853809,-0.0750667101483201,-2.03031554230198,200
201000,-1.10322,2.181924,19.625058,1.0018022,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
202000,-1.10322,2.181924,19.600542,0.9983116,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
203000,-1.115478,2.194182,19.625058,1.0070381,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
204000,-1.090962,2.20644,19.6128,1.0000569,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
205000,-1.066446,2.20644,19.600542,0.9983116,0.0994821,0.5009011,29.575,-10.425,-13.05,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
206000,-1.090962,2.20644,19.600542,0.9965663,0.0942462,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
207000,-1.090962,2.230956,19.6128,1.0018022,0.0959915,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
208000,-1.10322,2.255472,19.600542,1.0035475,0.0959915,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
209000,-1.10322,2.230956,19.6128,1.0018022,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
210000,-1.115478,2.255472,19.576026,0.9965663,0.1012274,0.4991558,27.075,-9.675,-16.425,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
211000,-1.10322,2.255472,19.563768,0.9983116,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212000,-1.090962,2.255472,19.576026,0.9965663,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
213000,-1.10322,2.26773,19.588284,0.9965663,0.0994821,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
214000,-1.115478,2.26773,19.563768,1.0018022,0.0994821,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
215000,-1.090962,2.279988,19.576026,1.0000569,0.0994821,0.4991558,25.425,-8.875,-15.425,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216000,-1.10322,2.32902,19.6128,1.0018022,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
217000,-1.10322,2.304504,19.588284,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
218000,-1.090962,2.32902,19.563768,1.0035475,0.0959915,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
219000,-1.10322,2.341278,19.576026,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
220000,-1.115478,2.341278,19.55151,1.0018022,0.0994821,0.5009011,28.975,-9.825,-12.925,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
221000,-1.10322,2.353536,19.563768,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
222000,-1.090962,2.341278,19.55151,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
223000,-1.090962,2.378052,19.563768,1.0035475,0.0977368,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
224000,-1.066446,2.427084,19.563768,0.9983116,0.0994821,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
225000,-1.10322,2.402568,19.576026,1.0018022,0.0994821,0.4991558,29.175,-8.95,-14.875,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226000,-1.10322,2.427084,19.55151,1.0000569,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227000,-1.115478,2.427084,19.563768,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
228000,-1.090962,2.427084,19.526994,1.0000569,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229000,-1.078704,2.414826,19.55151,1.0018022,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230000,-1.090962,2.4516,19.539252,1.0000569,0.0959915,0.4991558,26.825,-7.825,-14.825,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
231000,-1.10322,2.439342,19.539252,1.0035475,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
232000,-1.10322,2.476116,19.55151,1.0052928,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
233000,-1.090962,2.476116,19.526994,1.0035475,0.1029727,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
234000,-1.10322,2.476116,19.539252,1.0000569,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
235000,-1.090962,2.476116,19.55151,1.0018022,0.1029727,0.5026464,27.25,-9.85,-11.775,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
236000,-1.078704,2.51289,19.49022,0.9983116,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
237000,-1.090962,2.500632,19.526994,1.0000569,0.1029727,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
238000,-1.10322,2.51289,19.502478,0.9983116,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
239000,-1.10322,2.51289,19.526994,1.0035475,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240000,-1.115478,2.525148,19.55151,1.0000569,0.0994821,0.4956652,26.125,-11.025,-11.775,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
241000,-1.10322,2.549664,19.526994,1.0018022,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242000,-1.10322,2.561922,19.539252,0.9983116,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
243000,-1.090962,2.586438,19.514736,1.0018022,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
244000,-1.090962,2.586438,19.526994,0.9983116,0.0959915,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
245000,-1.090962,2.623212,19.502478,1.0018022,0.0994821,0.4974105,27.425,-9.2,-13.375,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
246000,-1.10322,2.610954,19.502478,1.0035475,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
247000,-1.090962,2.63547,19.514736,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
248000,-1.078704,2.598696,19.514736,1.0000569,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
249000,-1.078704,2.610954,19.514736,1.0035475,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250000,-1.090962,2.610954,19.502478,0.9983116,0.1012274,0.5009011,29.775,-9.575,-15.775,1,1,0.48099011534199,0.0837783771288544,-0.468287304975092,0.351406803547443,-0.0712720536263663,-2.27499832851941,250
251000,-1.090962,2.659986,19.502478,1.0000569,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
252000,-1.090962,2.647728,19.502478,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
253000,-1.090962,2.684502,19.49022,0.9965663,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
254000,-1.090962,2.659986,19.502478,1.0035475,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
255000,-1.078704,2.684502,19.502478,0.9983116,0.0977368,0.4991558,25.9,-9.5,-13.85,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
256000,-1.115478,2.684502,19.49022,0.9983116,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
257000,-1.10322,2.709018,19.502478,0.994821,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
258000,-1.078704,2.709018,19.477962,0.9983116,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
259000,-1.090962,2.733534,19.514736,0.9965663,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
260000,-1.078704,2.75805,19.441188,1.0000569,0.0994821,0.5026464,27.2,-9.225,-15.6,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
261000,-1.078704,2.733534,19.477962,1.0018022,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
262000,-1.078704,2.733534,19.453446,0.9983116,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
263000,-1.066446,2.745792,19.477962,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
264000,-1.10322,2.745792,19.465704,1.0000569,0.0959915,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
265000,-1.090962,2.794824,19.477962,1.0018022,0.0994821,0.4974105,25.675,-9.775,-13.5,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
266000,-1.10322,2.794824,19.441188,0.994821,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
267000,-1.066446,2.807082,19.477962,1.0000569,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
268000,-1.078704,2.794824,19.42893,1.0035475,0.1029727,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
269000,-1.10322,2.807082,19.465704,0.9965663,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
270000,-1.090962,2.81934,19.453446,0.9983116,0.104718,0.4974105,25.375,-9.45,-15.075,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
271000,-1.078704,2.831598,19.465704,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
272000,-1.090962,2.856114,19.453446,0.9983116,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
273000,-1.090962,2.868372,19.441188,1.0035475,0.104718,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
274000,-1.066446,2.88063,19.477962,1.0000569,0.104718,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
275000,-1.090962,2.843856,19.441188,1.0000569,0.1029727,0.5009011,26.075,-10.525,-14.1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
276000,-1.054188,2.88063,19.453446,0.9983116,0.0994821,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
277000,-1.078704,2.929662,19.441188,1.0000569,0.104718,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
278000,-1.078704,2.892888,19.416672,0.9983116,0.1012274,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
279000,-1.090962,2.892888,19.416672,0.9965663,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
280000,-1.090962,2.929662,19.404414,0.9983116,0.1029727,0.5009011,27.425,-8.425,-14.625,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
281000,-1.10322,2.94192,19.404414,1.0000569,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
282000,-1.090962,2.94192,19.42893,1.0035475,0.1012274,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
283000,-1.066446,2.954178,19.416672,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
284000,-1.054188,2.929662,19.416672,1.0018022,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
285000,-1.090962,2.966436,19.404414,1.0000569,0.0977368,0.4956652,25.625,-11.375,-13.2,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
286000,-1.090962,2.990952,19.392156,1.0000569,0.0994821,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
287000,-1.066446,3.00321,19.404414,1.0000569,0.0977368,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
288000,-1.054188,2.990952,19.404414,0.9983116,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
289000,-1.066446,3.00321,19.416672,1.0035475,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
290000,-1.090962,3.027726,19.379898,0.9983116,0.1029727,0.4991558,27.15,-9.375,-12.15,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
291000,-1.078704,3.015468,19.416672,0.9983116,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
292000,-1.078704,3.039984,19.392156,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
293000,-1.054188,3.039984,19.379898,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
294000,-1.078704,3.015468,19.392156,0.9983116,0.104718,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
295000,-1.066446,3.052242,19.392156,1.0018022,0.0977368,0.5026464,26.75,-10.25,-14.05,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
296000,-1.066446,3.089016,19.392156,1.0035475,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
297000,-1.078704,3.076758,19.36764,0.9983116,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
298000,-1.078704,3.101274,19.379898,0.9965663,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
299000,-1.054188,3.101274,19.379898,1.0018022,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300000,-1.090962,3.089016,19.404414,0.9965663,0.1029727,0.4991558,26.625,-13.775,-14.625,1,1,0.533999344105614,0.0369083675214724,-0.746596097946167,0.445563331999656,-0.0940689779777154,-2.88691073691673,300
301000,-1.066446,3.12579,19.392156,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
302000,-1.078704,3.12579,19.355382,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
303000,-1.078704,3.150306,19.36764,0.9983116,0.0994821,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
304000,-1.066446,3.12579,19.36764,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
305000,-1.066446,3.162564,19.343124,0.9965663,0.0977368,0.5043917,28.15,-12.4,-12.875,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
306000,-1.090962,3.174822,19.343124,0.994821,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
307000,-1.078704,3.162564,19.355382,0.9983116,0.1012274,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
308000,-1.078704,3.162564,19.36764,0.9983116,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
309000,-1.078704,3.18708,19.330866,0.9983116,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
310000,-1.078704,3.199338,19.343124,0.9983116,0.0977368,0.4974105,24.75,-11.55,-12.2,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
311000,-1.04193,3.211596,19.343124,1.0000569,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
312000,-1.04193,3.236112,19.330866,0.9965663,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
313000,-1.04193,3.211596,19.330866,0.9983116,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
314000,-1.054188,3.24837,19.330866,0.9965663,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
315000,-1.04193,3.24837,19.343124,0.9983116,0.0977368,0.4991558,27.45,-11.35,-12.925,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
316000,-1.04193,3.285144,19.30635,1.0000569,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
317000,-1.066446,3.285144,19.343124,0.9983116,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
318000,-1.054188,3.30966,19.30635,1.0018022,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
319000,-1.054188,3.285144,19.343124,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
320000,-1.054188,3.30966,19.318608,0.9983116,0.0977368,0.4991558,27.4,-10.625,-16,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
321000,-1.04193,3.285144,19.294092,1.0000569,0.0977368,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
322000,-1.078704,3.297402,19.30635,0.9965663,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
323000,-1.054188,3.334176,19.269576,0.994821,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
324000,-1.054188,3.346434,19.330866,0.9965663,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
325000,-1.090962,3.334176,19.281834,1.0000569,0.1029727,0.5009011,27.225,-11.725,-10.675,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
326000,-1.054188,3.358692,19.294092,1.0035475,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
327000,-1.054188,3.346434,19.294092,1.0035475,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
328000,-1.04193,3.37095,19.257318,1.0018022,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
329000,-1.066446,3.37095,19.294092,0.9983116,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
330000,-1.066446,3.395466,19.294092,1.0035475,0.1029727,0.5043917,27.975,-14.225,-12.85,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
331000,-1.04193,3.43224,19.257318,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
332000,-1.078704,3.43224,19.281834,1.0035475,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
333000,-1.017414,3.407724,19.257318,1.0018022,0.0994821,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
334000,-1.078704,3.43224,19.257318,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
335000,-1.066446,3.419982,19.269576,0.9983116,0.0994821,0.4974105,27.125,-10.6,-12.95,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
336000,-1.054188,3.456756,19.24506,0.9965663,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
337000,-1.017414,3.456756,19.269576,1.0000569,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
338000,-1.029672,3.481272,19.232802,1.0000569,0.0977368,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
