time_s,pos_x_m,pos_y_m,pos_z_m,pitch_rad,cg_body_x_m,cg_body_y_m,cg_body_z_m,nozzle_angle_rad
3.27,52.0164,0,91.37196,1.221766,5.549789,0,0,-0.006463173
3.28,52.3347,0,91.93671,1.221767,5.549853,0,0,-0.006501464
3.29,52.65396,0,92.50323,1.221768,5.549916,0,0,-0.006539853
3.3,52.9742,0,93.07151,1.221768,5.54998,0,0,-0.006578342
3.31,53.29539,0,93.64157,1.221769,5.550044,0,0,-0.00661693
3.32,53.61754,0,94.2134,1.22177,5.550108,0,0,-0.006655616
3.33,53.94066,0,94.787,1.22177,5.550172,0,0,-0.006694401
3.34,54.26474,0,95.36238,1.221771,5.550235,0,0,-0.006733283
3.35,54.58978,0,95.93953,1.221772,5.550299,0,0,-0.006772265
3.36,54.91578,0,96.51845,1.221772,5.550363,0,0,-0.006811344
3.37,55.24274,0,97.09914,1.221773,5.550426,0,0,-0.00685052
3.38,55.57066,0,97.68161,1.221774,5.55049,0,0,-0.006889795
3.39,55.89955,0,98.26585,1.221774,5.550554,0,0,-0.006929167
3.4,56.22939,0,98.85187,1.221775,5.550618,0,0,-0.006968636
3.41,56.5602,0,99.43965,1.221776,5.550682,0,0,-0.007008202
3.42,56.89197,0,100.0292,1.221776,5.550745,0,0,-0.007047864
3.43,57.2247,0,100.6206,1.221777,5.550808,0,0,-0.007087623
3.44,57.55838,0,101.2137,1.221778,5.550872,0,0,-0.00712748
3.45,57.89303,0,101.8086,1.221779,5.550936,0,0,-0.007167432
3.46,58.22864,0,102.4052,1.221779,5.550999,0,0,-0.00720748
3.47,58.56521,0,103.0037,1.22178,5.551063,0,0,-0.007247624
3.48,58.90274,0,103.6039,1.221781,5.551126,0,0,-0.007287864
3.49,59.24123,0,104.2059,1.221782,5.55119,0,0,-0.0073282
3.5,59.58068,0,104.8096,1.221782,5.551253,0,0,-0.007368631
3.51,59.92109,0,105.4152,1.221783,5.551317,0,0,-0.007409156
3.52,60.26245,0,106.0225,1.221784,5.55138,0,0,-0.007449777
3.53,60.60478,0,106.6316,1.221785,5.551444,0,0,-0.007490493
3.54,60.94806,0,107.2425,1.221786,5.551507,0,0,-0.007531304
3.55,61.2923,0,107.8552,1.221786,5.55157,0,0,-0.007572209
3.56,61.63751,0,108.4696,1.221787,5.551634,0,0,-0.007613208
3.57,61.98367,0,109.0858,1.221788,5.551697,0,0,-0.007654301
3.58,62.33079,0,109.7038,1.221789,5.551761,0,0,-0.007695489
3.59,62.67887,0,110.3236,1.22179,5.551824,0,0,-0.00773677
3.6,63.0279,0,110.9452,1.221791,5.551888,0,0,-0.007778144
